order_id,overdue_days,repay_time,label
100148942814621696,16,2018-07-10,1
100149090672226304,0,2018-07-10,0
100149152122974208,16,2018-07-10,1
100149275846541312,0,2018-07-10,0
100149406830460928,16,2018-07-10,1
100149464200159232,16,2018-07-10,1
100149500434751488,0,2018-07-10,0
100149540695879680,1,2018-07-10,0
100149694186434560,0,2018-07-10,0
100149732648198144,16,2018-07-10,1
100149771990761472,1,2018-07-10,0
100149892358909952,0,2018-07-10,0
100149935472160768,0,2018-07-10,0
100149974114271232,1,2018-07-10,0
100149978501521408,16,2018-07-10,1
100150121799909376,0,2018-07-10,0
100150140431007744,0,2018-07-10,0
100150181522604032,0,2018-07-10,0
100150219795640320,1,2018-07-10,0
100150318030434304,0,2018-07-10,0
100150340071489536,16,2018-07-10,1
100150396304531456,0,2018-07-10,0
100150591230607360,0,2018-07-10,0
100150683635331072,0,2018-07-10,0
100150803835691008,1,2018-07-10,0
100150907216896000,0,2018-07-10,0
100150946479767552,1,2018-07-10,0
100151040297959424,1,2018-07-10,0
100151066130690048,0,2018-07-10,0
100151129359818752,0,2018-07-10,0
100151196376399872,0,2018-07-10,0
100151349145534464,16,2018-07-10,1
100151450496696320,16,2018-07-10,1
100151477461884928,0,2018-07-10,0
100151486269927424,16,2018-07-10,1
100151492481679360,16,2018-07-10,1
100151595317637120,0,2018-07-10,0
100151813643743232,1,2018-07-10,0
100151826046296064,0,2018-07-10,0
100152066895806464,0,2018-07-10,0
100152077901672448,0,2018-07-10,0
100152156372905984,0,2018-07-10,0
100152165508096000,16,2018-07-10,1
100152380919152640,0,2018-07-10,0
100152399189553152,1,2018-07-10,0
100152399705440256,0,2018-07-10,0
100152426880335872,1,2018-07-10,0
100152439563923456,0,2018-07-10,0
100152440650235904,0,2018-07-10,0
100152480563240960,0,2018-07-10,0
100152496711315456,1,2018-07-10,0
100152558212390912,0,2018-07-10,0
100152667885051904,0,2018-07-10,0
100152717562380288,1,2018-07-10,0
100152734897451008,0,2018-07-10,0
100152801700126720,1,2018-07-10,0
100152804954910720,1,2018-07-10,0
100152833551663104,1,2018-07-10,0
100152863255724032,0,2018-07-10,0
100152978766864384,0,2018-07-10,0
100153059985367040,16,2018-07-10,1
100153143623983104,0,2018-07-10,0
100153184321314816,1,2018-07-10,0
100153192546336768,1,2018-07-10,0
100153211567513600,0,2018-07-10,0
100153248167002112,1,2018-07-10,0
100153469454299136,16,2018-07-10,1
100153500223713280,1,2018-07-10,0
100153716565909504,0,2018-07-10,0
100153811516567552,16,2018-07-10,1
100153832894930944,16,2018-07-10,1
100153900020563968,0,2018-07-10,0
100153908971208704,1,2018-07-10,0
100153923395420160,0,2018-07-10,0
100154030962540544,16,2018-07-10,1
100154058523312128,0,2018-07-10,0
100154131328040960,1,2018-07-10,0
100154144896622592,0,2018-07-10,0
100154164223975424,16,2018-07-10,1
100154192472604672,0,2018-07-10,0
100154370189467648,0,2018-07-10,0
100154380893331456,0,2018-07-10,0
100154408080814080,0,2018-07-10,0
100154454440456192,0,2018-07-10,0
100154579443298304,16,2018-07-10,1
100154742794649600,0,2018-07-10,0
100154791033348096,16,2018-07-10,1
100154841943814144,0,2018-07-10,0
100155021153828864,0,2018-07-10,0
100155146588684288,0,2018-07-10,0
100155199709556736,0,2018-07-10,0
100155228989988864,16,2018-07-10,1
100155251031056384,16,2018-07-10,1
100155362675040256,16,2018-07-10,1
100155382799302656,1,2018-07-10,0
100155604820598784,0,2018-07-10,0
100155727659180032,0,2018-07-10,0
100155773335142400,0,2018-07-10,0
100155784068374528,0,2018-07-10,0
100155897360723968,4,2018-07-10,2
100155934744551424,0,2018-07-10,0
100156021193351168,16,2018-07-10,1
100156048422764544,0,2018-07-10,0
100156073299193856,0,2018-07-10,0
100156153804660736,0,2018-07-10,0
100156312634568704,0,2018-07-10,0
100156423406133248,0,2018-07-10,0
100156438983770112,16,2018-07-10,1
100156485842546688,0,2018-07-10,0
100156516419010560,0,2018-07-10,0
100156549625315328,0,2018-07-10,0
100156616839049216,16,2018-07-10,1
100156619288510464,1,2018-07-10,0
100156629853970432,0,2018-07-10,0
100156650838077440,0,2018-07-10,0
100156807897980928,0,2018-07-10,0
100156846884040704,0,2018-07-10,0
100156915595128832,0,2018-07-10,0
100156938672185344,1,2018-07-10,0
100156996515823616,0,2018-07-10,0
100157071208001536,16,2018-07-10,1
100157149482102784,1,2018-07-10,0
100157160785747968,0,2018-07-10,0
100157190259113984,16,2018-07-10,1
100157314712514560,0,2018-07-10,0
100157370844884992,0,2018-07-10,0
100157534124933120,1,2018-07-10,0
100157645588561920,0,2018-07-10,0
100157662994931712,1,2018-07-10,0
100157882327662592,16,2018-07-10,1
100157910295293952,0,2018-07-10,0
100157935855382528,0,2018-07-10,0
100157938128683008,1,2018-07-10,0
100158021163331584,0,2018-07-10,0
100158094605590528,0,2018-07-10,0
100158106202845184,0,2018-07-10,0
100158125588905984,0,2018-07-10,0
100158169293565952,0,2018-07-10,0
100158184489529344,0,2018-07-10,0
100158222141792256,0,2018-07-10,0
100158306375999488,0,2018-07-10,0
100158524026814464,0,2018-07-10,0
100158560366272512,0,2018-07-10,0
100158895629578240,16,2018-07-10,1
100158901598072832,16,2018-07-10,1
100158905037402112,16,2018-07-10,1
100159029792768000,16,2018-07-10,1
100159031625691136,0,2018-07-10,0
100159056011370496,0,2018-07-10,0
100159065784098816,0,2018-07-10,0
100159098889744384,0,2018-07-10,0
100159112865153024,0,2018-07-10,0
100159117051080704,16,2018-07-10,1
100159135493431296,0,2018-07-10,0
100159155173097472,0,2018-07-10,0
100159160982216704,1,2018-07-10,0
100159196365365248,0,2018-07-10,0
100159298786066432,16,2018-07-10,1
100159319619186688,0,2018-07-10,0
100159617272160256,0,2018-07-10,0
100159625723674624,2,2018-07-10,0
100159641901113344,0,2018-07-10,0
100159797375578112,16,2018-07-10,1
100159830812565504,0,2018-07-10,0
100159854057402368,0,2018-07-10,0
100160132609519616,0,2018-07-10,0
100160206743842816,16,2018-07-10,1
100160220782178304,0,2018-07-10,0
100160226289287168,16,2018-07-10,1
100160241342644224,0,2018-07-10,0
100160277182980096,0,2018-07-10,0
100160293414936576,16,2018-07-10,1
100160370208440320,0,2018-07-10,0
100160424059117568,0,2018-07-10,0
100160448146997248,16,2018-07-10,1
100160539004010496,0,2018-07-10,0
100160558025179136,0,2018-07-10,0
100160563062546432,0,2018-07-10,0
100160699431952384,2,2018-07-10,0
100160707652780032,16,2018-07-10,1
100160725512134656,0,2018-07-10,0
100160736073396224,16,2018-07-10,1
100160781661286400,0,2018-07-10,0
100160791824072704,0,2018-07-10,0
100160799189278720,1,2018-07-10,0
100160870777663488,0,2018-07-10,0
100161017460850688,0,2018-07-10,0
100161052772708352,0,2018-07-10,0
100161083491778560,1,2018-07-10,0
100161147270377472,0,2018-07-10,0
100161163405852672,0,2018-07-10,0
100161305651486720,0,2018-07-10,0
100161358365491200,1,2018-07-10,0
100161438501875712,0,2018-07-10,0
100161482349117440,1,2018-07-10,0
100161492243492864,1,2018-07-10,0
100161561189462016,0,2018-07-10,0
100161566289723392,0,2018-07-10,0
100161568730820608,0,2018-07-10,0
100161605984624640,16,2018-07-10,1
100161640629567488,0,2018-07-10,0
100161686615924736,0,2018-07-10,0
100161694589288448,2,2018-07-10,0
100161712847106048,1,2018-07-10,0
100161738344275968,0,2018-07-10,0
100161844565016576,0,2018-07-10,0
100161881332285440,0,2018-07-10,0
100161929273180160,0,2018-07-10,0
100162045916774400,0,2018-07-10,0
100162066070405120,0,2018-07-10,0
